Title_Author,ISBN
"('The House of Vandekar', 'Evelyn Anthony')",0816147612
"('The House of Wings', 'Betsy Byars')",0670380253
"('The House of a Thousand Lanterns', 'Victoria Holt')",0449214214
"('The House of the Scorpion', 'Nancy Farmer')",0689852223
"('The House of the Seven Gables', 'Nathaniel Hawthorne')",0812504593
"('The House of the Seven Sisters : A Novel of Food and Family', 'Elle Eggels')",0060565756
"('The House of the Spirits', 'Isabel Allende')",0553273914
"('The House on Hope Street', 'Danielle Steel')",0440237009
"('The House on Mango Street', 'Sandra Cisneros')",067943335X
"('The House on Mulberry Street', 'Maan Meyers')",0553572121
"('The House on Sprucewood Lane', 'Caroline Slate')",0743418891
"('The House on the Lagoon', 'Rosario Ferre')",0452277078
"('The Houseguest', 'Agnes Rossi')",052594365X
"('The Hubble Wars: Astrophysics Meets Astropolitics in the Two-Billion-Dollar Struggle over the Hubble Space Telescope', 'Eric J. Chaisson')",0060926295
"('The Human Nature of Birds: A Scientific Discovery With Startling Implications', 'Theodore Xenophon, Ph.D. Barber')",0140234942
"('The Hunchback of Notre Dame', 'Victor Hugo')",0812563123
"('The Hundred Secret Senses', 'Amy Tan')",080411109X
"('The Hundred Yard Lie: The Corruption of College Football and What We Can Do to Stop It', 'Rick Telander')",0671727885
"('The Hundred and Ninety-nine Steps', 'Michel Faber')",1841953288
"('The Hundred and One Dalmatians', 'Dodie Smith')",0140340343
"('The Hundredth Monkey', 'Ken Keyes Jr.')",094202401X
"('The Hunger', 'Whitley Strieber')",0743431022
"(""The Hungry Ocean : A Swordboat Captain's Journey"", 'Linda Greenlaw')",0786885416
"('The Hungry Thing Returns', 'Jan Slepian')",0590428918
"('The Hunt Club', 'Bret Lott')",0060977701
"('The Hunt for Bin Laden', 'ROBIN MOORE')",0891418385
"('The Hunt for Red October', 'Tom Clancy')",0425083837
"('The Hunted', 'Alan Jacobson')",0671026801
"('The Hunted', 'Elmore Leonard')",0445402040
"('The Hunter', 'Julia Leigh')",0142000027
"('The Hyde Park Headsman', 'Anne Perry')",0449223507
"(""The Hypochondriac's Guide to Life. And Death."", 'Gene Weingarten')",0684852802
"('The Icarus Agenda', 'Robert Ludlum')",0553278002
"('The Ice Age', 'Margaret Drabble')",0446311189
"('The Ice Child', 'Elizabeth McGregor')",0451410610
"('The Ice House', 'Minette Walters')",0312951426
"('The Ice Storm', 'Rick Moody')",0446671487
"('The Iceman: The True Story of a Cold-Blooded Killer', 'Anthony Bruno')",0385307780
"('The Iciest Sin', 'H. R. F. Keating')",0446400629
"(""The Icky Bug Alphabet Book (Jerry Pallotta's Alphabet Books)"", 'Jerry Pallotta')",0881064505
"('The Icky Sticky Frog', 'Dawn Bentley')",1581172192
"('The Idea of Perfection', 'Kate Grenville')",0330392611
"('The Idiot', 'Fyodor Dostoyevsky')",0451524926
"(""The Idiot Girls' Action Adventure Club"", 'Laurie Notaro')",0375760911
"('The Iliad', 'Homer')",0140440143
"('The Iliad (Penguin Classics)', 'Homer')",0140445927
"('The Ill-Made Mute (The Bitterbynde, Book 1)', 'Cecilia Dart-Thornton')",0446610801
"('The Illuminati', 'Larry Burkett')",0840776853
"('The Illustrated Man (Grand Master Editions)', 'RAY BRADBURY')",055327449X
"('The Illustrated Sports Record Book', 'Zander Hollander')",0451171179
"('The Illyrian Adventure', 'Lloyd Alexander')",0141303131
"('The Immaculate Deception', 'Iain Pears')",0743422082
"(""The Immigrant's Daughter"", 'Howard Fast')",0156005077
"('The Immigrants', 'Howard Fast')",0440141753
"('The Immortal Class: Bike Messengers and the Cult of Human Power', 'Travis Hugh Culley')",0375760245
"('The Immortals', 'Michael Korda')",038072099X
"('The Immortals', 'Tracy Hickman')",0451454022
"('The Impersonator', 'Diana Hammond')",0440214165
"('The Importance of Being Earnest and Other Plays', 'Oscar Wilde')",0140482091
"('The Impressionist', 'Hari Kunzru')",052594642X
"('The Incredible Hulk: What Savage Beast', 'Peter David')",1572971355
"('The Incredible Journey', 'Sheila Burnford')",0440413249
"('The Incumbent', 'Brian McGrory')",0743403517
"('The Independent Bride  (The Wedding Challenge)', 'Sophie Weston')",0373037473
"('The Indictment', 'Barry Reed')",0312954166
"('The Indoor Boy', 'Antony Sher')",0140165525
"('The Indwelling: The Beast Takes Possession (Left Behind #7)', 'Tim Lahaye')",0842329285
"('The Informant: A True Story', 'Kurt Eichenwald')",0767903277
"('The Information', 'Martin Amis')",0679735739
"('The Inheritance', 'Louisa May Alcott')",0525457569
"('The Inheritance', 'Tom Savage')",0451198484
"('The Injured Party', 'Susan Fromberg Schaeffer')",0241119464
"(""The Ink-Keeper's Apprentice"", 'Allen Say')",0395705622
"('The Inland Sea', 'Steven Varni')",0060959347
"('The Inner Sanctum', 'Stephen W. Frey')",0451190149
"(""The Innkeeper's Song: A Novel"", 'Peter S. Beagle')",0451454146
"('The Innocence of Father Brown', 'G. K. Chesterton')",184232991X
"('The Innocent', 'Bertrice Small')",0449006727
"('The Innocent', 'Ian McEwan')",0385494335
"(""The Inquisitors' Manual"", 'Antonio Lobo Antunes')",0802117325
"('The Insider', 'STEPHEN FREY')",0345428285
"('The Intern Blues: The Private Ordeals of Three Young Doctors', 'Robert Marion')",0449218988
"('The Internet for Dummies', 'John R. Levine')",1568842228
"('The Interrogation', 'Thomas H. Cook')",1402508743
"('The Intuitionist', 'Colson Whitehead')",0385493002
"('The Invention of Love', 'Tom Stoppard')",0802135811
"('The Invention of Truth: A Novel', 'Marta Morazzoni')",0880013761
"('The Invisible Man', 'H. G. Wells')",0893754153
"('The Invitation (Mustard Seed)', 'Nancy Moser')",1576731154
"('The Iowa Baseball Confederacy', 'W.P. Kinsella')",0345342305
"('The Ipcress File', 'Len Deighton')",0586026193
"('The Irish Manor House Murder', 'Dicey Deere')",0312976453
"('The Irish Princess', 'Mickey Clement')",0425148300
"(""The Iron Dragon's Daughter"", 'Michael Swanwick')",0380730464
"('The Iron Wall: Israel and the Arab World', 'Avi Shlaim')",0393321126
"('The Island of the Day Before', 'Umberto Eco')",0140259198
"(""The Italian Millionaire's Marriage  (The Counts Of Calvani)"", 'Lucy Gordon')",0373037511
"('The Ivy Tree', 'Mary Stewart')",0449215717
"(""The Jackal's Head"", 'Elizabeth Peters')",0812500024
"('The Jade Peony: A Novel', 'Wayson Choy')",0312186924
"('The Jailing of Cecelia Capture', 'Janet Campbell Hale')",0826310036
"('The Janson Directive', 'Robert Ludlum')",0312989385
"('The Japanese Psyche: Major Motifs in the Fairy Tales of Japan', 'Hayao Kawai')",0882143689
"('The Jargoon Pard', 'Andre Norton')",0345311922
"('The Jazz Bird', 'Craig Holden')",0743418816
"('The Jekyl Island Club', 'Brent Monahan')",0312276982
"('The Jester', 'James Patterson')",0316602051
"('The Jesus Incident', 'Frank Herbert')",0425045048
"('The Jewel of Seven Stars', 'Bram Stoker')",0812568958
"('The Jigsaw Woman', 'Kim Antieau')",0451456068
"('The Job', 'Douglas Kennedy')",0786889543
"('The John Fante Reader', 'John Fante')",0060959487
"('The John McPhee Reader', 'John McPhee')",0374517193
"('The Jonah', 'James Herbert')",0450053164
"('The Journal of Mrs. Pepys: Portrait of a Marriage', 'Sara George')",0312205546
"('The Journey Home: Some Words in Defense of the American West', 'Edward Abbey')",0452265622
"('The Journey to the East', 'Hermann Hesse')",0312421680
"('The Joy Luck Club', 'Amy Tan')",0804106304
"('The Joy of Pi', 'David Blatner')",0802775624
"(""The Joy of Work: Dilbert's Guide to Finding Happiness at the Expense of Your Co-Workers"", 'Scott Adams')",0887308953
"('The Judas Kiss', 'Norman Katkov')",0525933662
"('The Judas Kiss', 'Victoria Holt')",0385177860
"('The Judas Pair', 'Jonathan Gash')",0140126880
"('The Judas Testament', 'Daniel Easterman')",058621089X
"('The Judge', 'Steven Paul Martini')",0515119644
"('The Judgment', 'D. W. Buffa')",0446611247
"('The Jump-Off Creek', 'Molly Gloss')",0395560012
"('The Jungle', 'Upton Beall Sinclair')",0451524209
"('The Jungle Book', 'Rudyard Kipling')",0061062863
"('The Jungle Book (Puffin Classics)', 'Rudyard Kipling')",0140350748
"('The Jungle Book (Watermill Classic)', 'Rudyard Kipling')",0816725535
"('The Jungle Book (Wordsworth Collection)', 'Rudyard Kipling')",185326119X
"('The Juror', 'George Dawes Green')",0446602698
"('The Jury', 'Steve Martini')",0515132136
"('The Kandy-Kolored Tangerine-Flake Streamline Baby', 'Tom Wolfe')",0553380583
"('The Keep', 'Paul F. Wilson')",0425053245
"(""The Keeper's Son"", 'Homer Hickam')",0312301898
"('The Keepsake', 'Paul Huson')",0446907901
"('The Kennedys: An American Drama', 'Peter Collier')",0446357383
"('The Kestrel', 'Lloyd Alexander')",0440943930
"('The Key and the Name of the Key Is Willingness', 'Cheri Huber')",0961475404
"('The Key to Rebecca', 'Ken Follett')",0451163494
"('The Key to Susanna', 'Hilary Norman')",0525940421
"('The Keys to the Street: A Novel of Suspense', 'Ruth Rendell')",044022392X
"('The Kid Stays in the Picture', 'Robert Evans')",0786860596
"('The Kid Who Ran for President', 'Dan Gutman')",0590939882
"('The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story', 'Dan Savage')",0525945253
"('The Kidnappers : A Mystery', 'Willo Davis Roberts')",0689813937
"('The Kidnapping of Christina Lattimore', 'Joan Lowery Nixon')",0152426574
"('The Kill Artist', 'Daniel Silva')",0449002128
"('The Kill Box', 'Chris Stewart')",0451198794
"('The Kill Riff', 'David J. Schow')",0812525868
"('The Killer Angels', 'Michael Shaara')",0345348109
"('The Killing Doll', 'Ruth Rendell')",034531199X
"('The Killing Hour', 'LISA GARDNER')",0553802526
"('The Killing Kind', 'John Connolly')",0743456378
"('The Killing Man', 'Mickey Spillane')",0451167848
"('The Kind of Love That Saves You', 'Amy Yurk')",0553801090
"('The Kindness of Strangers: The Life of Tennessee Williams', 'Donald Spoto')",0306808056
"('The King of Torts', 'JOHN GRISHAM')",0440241537
"('The King of Torts', 'John Grisham')",0385508042
"('The King of the Castle', 'Victoria Holt')",0449200337
"('The Kingdom by the Sea: A Journey Around Great Britain', 'Paul Theroux')",0671525794
"('The Kingdom of Shivas Irons', 'Michael Murphy')",0767900189
"('The Kingdom of the Cults', 'Walter Ralston Martin')",0871237962
"('The Kingdom of the Wicked', 'Anthony Burgess')",0877957533
"('The Kingmaker', 'Brian Haig')",0446612901
"('The Kinsman Saga', 'Ben Bova')",0380793172
"('The Kiss', 'Danielle Steel')",044023669X
"('The Kiss', 'Kathryn Harrison')",067944999X
"('The Kissing Gate', 'Pamela Haines')",0451114493
"('The Kitchen Boy', 'Robert Alexander')",067003178X
"(""The Kitchen God's Wife"", 'Amy Tan')",080410753X
"('The Kite Fighters', 'Linda Sue Park')",0440418135
"('The Kite Rider', 'Geraldine McCaughrean')",0192751573
"('The Klone and I: A High-Tech Love Story', 'Danielle Steel')",0440225698
"('The Klutz Strikes Again', 'Alida E. Young')",0874063396
"('The Knife Thrower and Other Stories', 'Steven Millhauser')",0609600702
"('The Knowledge Web : From Electronic Agents to Stonehenge and Back -- And Other Journeys Through Knowledge', 'James Burke')",0684859343
"('The LETTER', 'Richard Paul Evans')",0684834723
"('The Ladies', 'Doris Grumbach')",0449208184
"('The Ladies of Missalonghi', 'Colleen McCullough')",0380704587
"('The Lady in the Loch', 'Elizabeth Ann Scarborough')",0441006663
"('The Lady, Her Lover, and Her Lord', 'T. D. Jakes')",0399144145
"('The Lake House', 'James Patterson')",0316603287
"('The Lake of Darkness', 'Ruth Rendell')",0553263986
"('The Lancelot Closes at Five', 'Marjorie Weinman Sharmat')",0590422464
"('The Landlord', 'Ken Merrell')",0967851017
"('The Landower Legacy', 'Victoria Holt')",0736625828
"('The Language of Letting Go (Hazelden Meditation Series)', 'Melody Beattie')",0894866370
"('The Language of Life: A Festival of Poets', 'Bill D. Moyers')",0385479174
"('The Language of Love', 'Gary Smalley')",1561790206
"('The Large, the Small and the Human Mind', 'Roger Penrose')",0521563305
"('The Last American Man', 'Elizabeth Gilbert')",0670030864
"('The Last Battle', 'C. S. Lewis')",006447108X
"('The Last Battle (The Chronicles of Narnia, Book 7)', 'C. S. Lewis')",0064405036
"('The Last Best Hope (Matthew Hope Mysteries (Paperback))', 'Ed McBain')",0446519901
"('The Last Book in the Universe', 'Rodman Philbrick')",0439087597
"('The Last Chance Cafe : A Novel', 'Linda Lael Miller')",0671042513
"('The Last Command (Star Wars, Vol 3)', 'Timothy Zahn')",0553091867
"('The Last Convertible', 'Anton Myrer')",0380819597
"('The Last Day', 'Glenn Kleier')",0446605980
"('The Last Defender of Camelot', 'Roger Zelazny')",0380703165
"('The Last Detective', 'Peter Lovesey')",1569472092
"('The Last Enchantment', 'Mary Stewart')",0449206467
"('The Last Family', 'John R. Miller')",0553574965
"('The Last Farmer: An American Memoir', 'Howard Kohn')",006097253X
"('The Last Gentleman', 'Walker Percy')",0312243081
"('The Last Gift of Time: Life Beyond Sixty', 'Carolyn G. Heilbrun')",0345422953
"('The Last Good Man', 'Kathleen Eagle')",038081014X
"('The Last Hero (Gollancz SF S.)', 'Terry Pratchett')",057506885X
"('The Last High Ground', 'Robin A. White')",044918319X
"('The Last Hostage', 'John J. Nance')",0385490550
"('The Last Jew', 'Noah Gordon')",0312265042
"('The Last Juror', 'JOHN GRISHAM')",0739306510
"('The Last Juror', 'John Grisham')",0385510438
"('The Last Kabbalist of Lisbon', 'Richard Zimler')",1585670227
"('The Last Known Residence of Mickey Acuna', 'Dagoberto Gilb')",0802115543
"('The Last Life: A Novel', 'Claire Messud')",0156011654
"('The Last Lighthouse Keeper', 'Alan Titchmarsh')",0671015850
"('The Last Magician', 'Janette Turner Hospital')",0702224405
"('The Last Of The Mohicans', 'James Fenimore Cooper')",0460875450
"('The Last Party: Studio 54, Disco, and the Culture of the Night', 'Anthony Haden-Guest')",0688160980
"('The Last Phoenix', 'Richard Herman')",006103181x
"('The Last Precinct', 'Patricia Daniels Cornwell')",0399146253
"('The Last Princess', 'Cynthia Freeman')",0425116018
"('The Last Promise', 'Richard Paul Evans')",0525946969
"('The Last Rainbow', 'Parke Godwin')",0553256866
"('The Last Raven', 'Craig Thomas')",0061099082
"('The Last Resort', 'Alison Lurie')",0805061746
"('The Last River: The Tragic Race for Shangri-LA', 'Todd Balf')",0609606255
"('The Last Romantic: A Biography of Queen Marie of Roumania', 'Hannah Pakula')",0671463640
"('The Last Samurai', 'Helen Dewitt')",0786887001
"('The Last Sanctuary', 'Craig Holden')",0440217334
"('The Last Ship: A Novel', 'William Brinkley')",0345359828
"('The Last Silk Dress', 'Ann Rinaldi')",0440228611
"('The Last Sin Eater', 'Francine Rivers')",0842335714
"('The Last Thing He Wanted', 'Joan Didion')",0679752854
"('The Last Time I Saw Mother', 'Arlene J. Chai')",0449912345
"('The Last Time I Saw Paris', 'Elizabeth Adler')",0312980302
"('The Last Time I Wore a Dress', 'Daphne Scholinski')",1573220779
"('The Last Time They Met : A Novel', 'Anita Shreve')",0316781266
"('The Last Unicorn', 'Peter S. Beagle')",0451450523
"('The Last Valentine', 'James Michael Pratt')",0312181213
"('The Last Vampire : A Novel', 'Whitley Strieber')",0743417208
"('The Last Voyage of Somebody the Sailor', 'John Barth')",0316082511
"('The Last of the Mohicans', 'James Fenimore Cooper')",0140157409
"('The Last of the Mohicans (Great Illustrated Classics)', 'James Fenimore Cooper')",0866119752
"('The Last of the Savages', 'Jay McInerney')",0679428453
"('The Late George Apley', 'John P. Marquand')",1568494467
"('The Latin Deli: Prose and Poetry', 'Judith Ortiz Cofer')",0820315567
"('The Laughing Corpse (Anita Blake Vampire Hunter (Paperback))', 'Laurell K. Hamilton')",0441000916
"('The Law of Love', 'Laura Esquivel')",0517706814
"('The Laws of Our Fathers', 'Scott Turow')",0446604402
"('The Laws of Spirit: Simple, Powerful Truths for Making Life Work', 'Dan Millman')",0915811642
"('The Lays of Beleriand (The History of Middle-Earth - Volume 3)', 'J. R. R. Tolkien')",0345388186
"('The Lazarus Child', 'Robert Mawson')",0553109944
"('The Lazarus Hotel', 'Jo Bannister')",0312155654
"('The Lazy Gardener', 'Mara Grey')",0028622170
"(""The Lazy Man's Guide to Enlightenment"", 'Thaddeus Golas')",0553263587
"(""The Leading Lady: Dinah's Story"", 'Betty White')",0553073958
"('The League of Extraordinary Gentlemen, Vol. 1', 'Alan Moore')",1563898586
"('The League of Frightened Men', 'REX STOUT')",0553259334
"('The League of Night and Fog', 'David Morrell')",0449213714
"('The Leaky Establishment', 'David Langford')",1903468000
"('The Least Likely Bride', 'Jane Feather')",055358068X
"('The Ledge', 'Blanaid McKinney')",1861591675
"('The Leftover Kid', 'Carol Snyder')",0448477734
"('The Legacy', 'D. W. Buffa')",0446613681
"('The Legacy', 'Stephen W. Frey')",0451190157
"('The Legend of Bagger Vance', 'Steven Pressfield')",0380817446
"('The Legend of Bagger Vance : A Novel of Golf and the Game of Life', 'Steven Pressfield')",038072751X
"('The Legend of Luke (Redwall, Book 12)', 'Brian Jacques')",0441007732
"('The Legend of Sleepy Hollow', 'Washington Irving')",0812504755
"('The Leo Frank Case (A Brown Thrasher Book)', 'Leonard Dinnerstein')",0820321451
"(""The Leper's Companions"", 'Julia Blackburn')",0679758380
"('The Lessons of History', 'Will Durant')",0945353871
"('The Lessons of Love: Rediscovering Our Passion for Life When It All Seems Too Hard to Take', 'Melody Beattie')",0062510789
"('The Letter of the Law', 'Tim Green')",0446609951
"('The Levant Trilogy', 'Olivia Manning')",0140059628
"('The Leveling Wind: Politics, the Culture and Other News, 1990-1994', 'George F. Will')",0140247025
"('The Liar', 'Stephen Fry')",156947012X
"(""The Liar's Club: A Memoir"", 'Mary Karr')",0140179836
"('The Lies That Bind', 'Edward Deangelo')",0688174930
"('The Life Before Her Eyes', 'Laura Kasischke')",0156027127
"('The Life and Adventures of Nicholas Nickleby', 'Charles Dickens')",0517408007
"('The Life and Adventures of Santa Claus', 'L. Frank Baum')",0805038221
"('The Life and Crimes of Agatha Christie: A Biographical Companion to the Works of Agatha Christie', 'Charles Osborne')",0312301162
"('The Life and Loves of a She-Devil', 'Fay Weldon')",0345323750
"('The Life of Benjamin Franklin', 'Benjamin Franklin')",0898751306
"('The Life of Insects', 'Victor Pelevin')",0140279725
"('The Life of an Ordinary Woman', 'Anne Ellis')",0395957834
"('The Lifeguard', 'Richie Tankersley Cusick')",0590432036
"('The Light Ages', 'Ian R. MacLeod')",0441010555
"('The Light Bearer', 'Donna Gillespie')",0515119660
"('The Light Fantastic (Discworld Novels (Paperback))', 'Terry Pratchett')",0061020702
"('The Light at the End', 'John Skipp')",0553254510
"('The Light of Day', 'Eric Ambler')",0345259106
"('The Light of Falling Stars', 'J. Robert Lennon')",1573226823
"('The Light of Other Days', 'Arthur C. Clarke')",0812576403
"('The Lighthouse Keeper', 'James Michael Pratt')",0312974698
"('The Lilac Bus: Stories', 'Maeve Binchy')",0440213029
"('The Lion in the Room Next Door', 'Merilyn Simonds')",0399145915
"('The Lion of Boaz-Jachin and Jachin-Boaz', 'Russell Hoban')",067149547X
"(""The Lion's Game"", 'Nelson DeMille')",0446608262
"('The Lion, the Witch and the Wardrobe (rpkg) (Narnia)', 'C. S. Lewis')",0064404994
"('The Lions of Al-Rassan', 'Guy Gavriel Kay')",0061056219
"('The Lions of Lucerne', 'Brad Thor')",0743436741
"('The List', 'Steven Paul Martini')",0515121495
"('The Listening Eye', 'Patricia Wentworth')",0553248855
"('The Little Country', 'Charles de Lint')",0812522486
"('The Little Death', 'Michael Nava')",0932870961
"('The Little Drummer Girl', 'John Le Carre')",0394530152
"('The Little Drummer Girl', 'John le Carre')",0671042785
"('The Little Earth Book', 'James Bruges')",1901970264
"('The Little Friend', 'Donna Tartt')",0679439382
"('The Little Lame Prince', 'Dinah Maria Mulock Craik')",0529050366
"('The Little Locksmith: A Memoir', 'Katharine Butler Hathaway')",1558612394
"('The Little Mac Book', 'Robin Williams')",1566090520
"('The Little Prince', 'Antoine de Saint-Exup̩ry')",0156528207
"('The Little, Brown Handbook', 'H. Ramsey Fowler')",067352132X
"('The Lives of Christopher Chant', 'Diana Wynne Jones')",0060298774
"('The Lives of John Lennon', 'Albert Goldman')",0688047211
"('The Living Blood', 'Tananarive Due')",0671040839
"('The Living Buddha: An Interpretive Biography', 'Daisaku Ikeda')",0834803224
"('The Llama Parlour', 'Kathy Lette')",0330326856
"('The Lone Ranger and Tonto Fistfight in Heaven', 'Sherman Alexie')",0060976241
"('The Lonely Places', 'J. M. Morris')",044023736X
"('The Loner', 'Ester Wier')",0785746269
"('The Loner', 'Joan Johnston')",0440234727
"('The Lonesome Gods', ""Louis L'Amour"")",0553275186
"('The Long Firm', 'Jake Arnott')",156947169X
"('The Long Hard Road Out of Hell', 'Marilyn Manson')",0060987464
"('The Long Lost', 'Ramsey Campbell')",0812550862
"('The Long Night of White Chickens', 'Francisco Goldman')",0871135418
"('The Long Night of the White Chickens', 'Francisco Goldman')",0571169198
"('The Long Patrol (Redwall, Book 10)', 'Brian Jacques')",0441005993
"('The Long Rain', 'Peter Gadol')",0312155719
"('The Long Road Home', 'Danielle Steel')",0440224837
"('The Long Secret', 'Louise Fitzhugh')",0064403327
"('The Long Shot', 'Paul Monette')",0821620045
"('The Long Walk: The True Story of a Trek to Freedom', 'Slavomir Rawicz')",1558216847
"('The Long Winter (Little House)', 'Laura Ingalls Wilder')",0064400069
"('The Longaberger Story: And How We Did It', 'Dave Longaberger')",187911125x
"('The Loo Sanction', 'Trevanian')",0345317386
"('The Look-It-Up Book of Presidents', 'Wyatt Blassingame')",067980353X
"('The Look: Nina Blanchard and Peter Barsocchini', 'Nina Blanchard')",0451180348
"('The Looking Glass', 'Richard Paul Evans')",0743430999
"('The Looking Glass War', 'John Le Carre')",0553236938
"('The Loop', 'Nicholas Evans')",0440224624
"('The Loop: A Novel', 'Nicholas Evans')",038531700X
"('The Lord God Made Them All', 'James Herriot')",0312498349
"('The Lord of the Rings', 'J. R. R. Tolkien')",0618260250
"('The Lord of the Rings (Movie Art Cover)', 'J. R. R. Tolkien')",0618129014
"('The Lords of Discipline', 'Pat Conroy')",0553271369
"('The Losers', 'David Eddings')",0345385209
"('The Lost', 'Jonathan Aycliffe')",0061052256
"('The Lost Bird', 'Margaret Coel')",0425170306
"('The Lost Book of Paradise: Adam and Eve in the Garden of Eden', 'David Rosenberg')",1562827596
"(""The Lost Boy: A Foster Child's Search for the Love of a Family"", 'Dave Pelzer')",1558745157
"('The Lost Daughters of China: Abandoned Girls, Their Journey to America, and the Search for a Missing Past', 'Karin Evans')",1585421170
"('The Lost Garden: A Novel', 'Helen Humphreys')",0393051838
"('The Lost Get-Back Boogie', 'James Lee Burke')",0786889349
"('The Lost Heart of Asia', 'Colin Thubron')",0060926562
"('The Lost Language of Cranes', 'David Leavitt')",0395877334
"('The Lost Legends of New Jersey', 'Frederick Reiken')",0156010941
"('The Lost Princess of Oz', 'L. Frank Baum')",0486403440
"('The Lost Son: A Life in Pursuit of Justice', 'Bernard B. Kerik')",0060009012
"('The Lost Steps', 'Alejo Carpentier')",0374521999
"('The Lost World', 'Michael Crichton')",034540288X
"('The Love Affair As a Work of Art', 'Dan Hofstadter')",0374524858
"('The Love Hexagon', 'William Sutcliffe')",014029726X
"('The Love Hunter', 'Jon Hassler')",0345350170
"('The Love Letter', 'Cathleen Schine')",0451188470
"('The Love Puzzle', 'Barbara Cartland')",0754045218
"('The Love Queen of the Amazon: A Novel', 'Cecile Pineda')",0316708127
"('The Love Slave', 'Bertrice Small')",0449002136
"(""The Love You Make: An Insider's Story of the Beatles"", 'Peter Brown')",0451160673
"('The Loved One', 'Evelyn Waugh')",0316926086
"('The Lovely Bones', 'Alice Sebold')",0316168815
"('The Lover', 'Marguerite Duras')",0060975210
"('The Lovers', 'Morris West')",0749313846
"('The Loving', 'Sandra Canfield')",0061084654
"('The Luberon Garden', 'Alex Dingwall-Main')",0091880955
"('The Lucifer Principle: A Scientific Expedition into the Forces of History', 'Howard K. Bloom')",0871136643
"('The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback))', 'Laurell K. Hamilton')",0441002935
"('The Luneburg Variation', 'Paolo Maurensig')",0374194351
"('The Lust Lizard of Melancholy Cove', 'Christopher Moore')",0380792745
"('The Lying Stones of Marrakech: Penultimate Reflections in Natural History', 'Stephen Jay Gould')",0609601423
"('The Lyre of Orpheus', 'Robertson Davies')",0140114335
"('The MAGNIFICENT WILF', 'Gordon R. Dickson')",0671877194
"('The MOON AND THE SUN', 'Vonda N. McIntyre')",0671567667
"('The Maestro', 'Tim Wynne-Jones')",0888992637
"('The Mageborn Traitor (Exiles, Vol. 2)', 'Melanie Rawn')",0886777313
"('The Magic', 'Robin Lee Hatcher')",084394661X
"('The Magic Bullet', 'Harry Stein')",044021808X
"('The Magic Circle', 'Katherine Neville')",0345423135
"('The Magic Cottage', 'James Herbert')",0451401069
"('The Magic Finger', 'Roald Dahl')",0141302291
"('The Magic Mountain', 'THOMAS MANN')",0679772871
"('The Magic World (Puffin Classics)', 'E. Nesbit')",0140367659
"('The Magic of Ordinary Days', 'Ann Howard Creel')",0670910279
"('The Magic of Oz', 'L. Frank Baum')",0486400190
"('The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts', 'David Colbert')",0425187012
"(""The Magician's Assistant"", 'Ann Patchett')",0156006219
"(""The Magician's Nephew"", 'C. S. Lewis')",0020442300
"(""The Magician's Nephew (rpkg) (Narnia)"", 'C. S. Lewis')",0060234970
"(""The Magician's Tale"", 'David Hunt')",0425164829
"('The Magnificent Savages', 'Fred Mustard Stewart')",0812567943
"('The Magnificent Spinster', 'May Sarton')",0393305600
"('The Magus', 'John Fowles')",0440351626
"('The Making of the Atomic Bomb', 'Richard Rhodes')",0671441337
"('The Making of the Movie Trilogy (The Lord of the Rings)', 'Brian Sibley')",0618260226
"('The Makioka Sisters', 'Junichiro Tanizaki')",0399505202
"('The Maldonado Miracle', 'Theodore Taylor')",0152050361
"('The Mambo Kings Play Songs of Love', 'Oscar Hijuelos')",0060973277
"('The Mammoth Book of Comic Fantasy', 'Michael Ashley')",0786705337
"('The Mammoth Book of Erotica', 'Maxim Jakubowski')",0786707879
"('The Mammoth Book of Short Horror Novels', 'Mike Ashley')",0881844292
"('The Mammoth Book of Women Who Kill', 'Richard Glyn Jones')",0786709537
"('The Mammy', ""Brendan O'Carroll"")",0452281032
"('The Man Died', 'Wole Soyinka')",0099352001
"('The Man Who Ate the 747', 'Ben Sherwood')",0553582801
"(""The Man Who Broke Napoleon's Codes"", 'Mark Urban')",0060934557
"('The Man Who Changed the World: The Lives of Mikhail S. Gorbachev', 'Gail Sheehy')",006092120X
"('The Man Who Fell in Love With the Moon: A Novel', 'Tom Spanbauer')",080213663X
"('The Man Who Folded Himself', 'David Gerrold')",1932100040
"('The Man Who Fought Alone', 'Stephen R. Donaldson')",0765302020
"('The Man Who Grew Two Breasts: And Other True Tales of Medical Detection', 'Berton Roueche')",0525939342
"('The Man Who Listens to Horses', 'Monty Roberts')",034542705X
"('The Man Who Loved Cat Dancing', 'Marilyn Durham')",0151569401
"('The Man Who Loved Clowns', 'June Rae Wood')",078681084X
"('The Man Who Planted Trees', 'Jean Giono')",0930031067
"('The Man Who Walked Through Time', 'Colin Fletcher')",0394718526
"('The Man Who Was Late', 'Louis Begley')",0679415114
"('The Man With the Golden Arm', 'Nelson Algren')",1583220089
"('The Man from Barbarossa', 'John Gardner')",042513234X
"('The Man from Lake Wobegon', 'Michael Fedo')",0312912951
"('The Man in the Black Suit : 4 Dark Tales', 'Stephen King')",0743525841
"('The Man in the Box', 'Thomas Moran')",1573220604
"('The Man in the Ceiling', 'Jules Feiffer')",0062059076
"('The Man in the Iron Mask', 'Alexandre Dumas')",0812564995
